Country,Region,Gear,Vessel_size,Other,Type,HKE_kg,Total_kg,Perc_HKE,Fuel_Litres,Fuel_Intensity,Year
FRA,NAO,DTS,1012,NGI*,SSF,287381.9,12138782.9,0.023674688,11033960.6,908.9840959,2012
FRA,NAO,DTS,1218,NGI,LSF,1511199,22551726.2,0.067010347,28290658.35,1254.478619,2012
FRA,NAO,DTS,1824,NGI*,LSF,1411196.4,57411737.6,0.024580277,58271904.66,1014.982425,2012
FRA,NAO,DTS,2440,NGI*,LSF,2293165.6,39426726.2,0.058162719,38694350.05,981.4243732,2012
FRA,NAO,DTS,40XX,NGI,LSF,1469231.6,25933962.3,0.056652801,15347272,591.7827682,2012
FRA,NAO,HOK,10,NGI,SSF,94043,3112368.2,0.030215898,2801464.659,900.1070821,2012
FRA,NAO,HOK,1012,NGI,SSF,86931,2123575.5,0.040936148,1479915.379,696.8979342,2012
FRA,NAO,HOK,2440,NGI*,LSF,3123791.5,4580064.6,0.682040926,NA,NA,2012
FRA,NAO,MGO,10,NGI*,SSF,9848.4,373403.9,0.026374658,581586.0854,1557.525471,2012
FRA,NAO,TM,1218,NGI,LSF,248140.5,4741377.6,0.052335106,2973037.938,627.0409549,2012
FRA,NAO,TM,1824,NGI*,LSF,856754.8,14682276.3,0.058352995,10334976.63,703.9083327,2012
GBR,NAO,DFN,10,NGI,SSF,725.3,5169085.94,0.000140315,2681035,518.667136,2012
GBR,NAO,DFN,1012,NGI*,SSF,378215.7,4860018.9,0.077821858,1082200,222.6740312,2012
GBR,NAO,DFN,2440,NGI*,LSF,241747.5,4010581.2,0.060277423,2014400,502.2713416,2012
GBR,NAO,DTS,1824,NGI,LSF,568176.8,41929602.4,0.013550732,36290000,865.4983096,2012
GBR,NAO,DTS,2440,NGI,LSF,3019637.2,64036490.4,0.047154945,48290450,754.108317,2012
GBR,NAO,HOK,2440,NGI*,LSF,3751192.2,5254649.2,0.713880615,4539850,863.968236,2012
IRL,NAO,DFN,10,NA,SSF,NA,NA,NA,401876.34,NA,2012
IRL,NAO,DFN,1012,NA,SSF,43038.03,897046.03,0.047977505,199714.84,222.6361115,2012
IRL,NAO,DFN,1824,*,LSF,431721.35,2302517.25,0.187499724,139905.03,60.76177279,2012
IRL,NAO,DTS,10,NA,SSF,NA,NA,NA,NA,NA,2012
IRL,NAO,DTS,1218,NA,LSF,108481.98,7502337.42,0.014459758,2731690.53,364.1119263,2012
IRL,NAO,DTS,1824,NA,LSF,526306.37,23328599.02,0.022560565,18154396.94,778.20348,2012
IRL,NAO,DTS,2440,NA,LSF,654346.66,21986727.82,0.029760984,16353074.77,743.7702829,2012
IRL,NAO,TBB,2440,*,LSF,40506.57,2843936.56,0.014243134,NA,NA,2012
PRT,NAO,DFN,10,NGI,SSF,41507,1098206,0.037795277,400086,364.3086998,2012
PRT,NAO,DFN,1012,NGI,SSF,45774,848421,0.053951988,383148,451.6012687,2012
PRT,NAO,DFN,1218,NGI,LSF,365436,2734022,0.133662421,1748606,639.5727613,2012
PRT,NAO,DFN,1824,NGI,LSF,766778,2523517,0.303852916,1793133,710.5690193,2012
PRT,NAO,DTS,10,NGI,SSF,4715,295194,0.015972547,98061,332.1917112,2012
PRT,NAO,DTS,1012,NGI,SSF,NA,NA,NA,NA,NA,2012
PRT,NAO,DTS,1218,NGI,LSF,23686,730902,0.032406533,721778,987.5167943,2012
PRT,NAO,DTS,1824,NGI,LSF,17706,900298,0.019666821,1716942,1907.081877,2012
PRT,NAO,DTS,2440,NGI,LSF,827303,22219926,0.037232482,25507395,1147.951393,2012
PRT,NAO,FPO,1218,NGI*,LSF,34561,2550982,0.013548116,1226305,480.7187977,2012
PRT,NAO,HOK,1012,NGI,SSF,21293,790901,0.026922459,162376,205.3050888,2012
PRT,NAO,PGP,1012,NGI,SSF,9306,254255,0.03660105,97455,383.296297,2012
PRT,NAO,PGP,1218,NGI,LSF,63743,2483794,0.025663561,1167059,469.8694819,2012
PRT,NAO,PGP,1824,NGI,LSF,NA,NA,NA,NA,NA,2012
DEU,NAO,DTS,2440,NGI,LSF,678223,11689973,0.058017499,5621587,480.8896479,2014
DNK,NAO,DTS,2440,NGI,LSF,1291335.287,76093084.91,0.016970468,17541802,230.5308297,2014
DNK,NAO,PGP,1218,NGI,LSF,107459.64,3627685.14,0.029622097,1047429,288.732059,2014
DNK,NAO,PMP,1824,NGI,LSF,1144669.16,7386899.26,0.154959357,4128467,558.8903889,2014
ESP,NAO,DFN,1012,NGI*,SSF,181033.55,2760011.72,0.065591587,1230984,446.0068017,2014
ESP,NAO,DFN,1218,NGI,LSF,928239.38,6985928.81,0.132872722,4385146.17,627.7112592,2014
ESP,NAO,DFN,1824,NGI*,LSF,838127.41,4192947.62,0.199889788,2084200,497.072749,2014
ESP,NAO,DTS,1218,NGI*,LSF,151735.14,2580099.03,0.058809812,6467400,2506.647972,2014
ESP,NAO,DTS,1824,NGI,LSF,387381.16,8020959.03,0.048296115,14669745.11,1828.926573,2014
ESP,NAO,DTS,2440,NGI,LSF,6447407.49,75162118.98,0.085780012,99633755.66,1325.58471,2014
ESP,NAO,FPO,1012,NGI,SSF,9008.15,890052.62,0.010120918,581200,652.9951004,2014
ESP,NAO,FPO,1218,NGI,LSF,39961.33,943175.35,0.04236893,718765,762.0693225,2014
ESP,NAO,HOK,1012,NGI*,SSF,272290.48,2267746.37,0.120070958,543202.5,239.5340622,2014
ESP,NAO,HOK,1218,NGI,LSF,979311.81,6860297.07,0.142750642,1719771.43,250.6846879,2014
ESP,NAO,HOK,1824,NGI,LSF,351885.07,5782458.95,0.060853881,2935345,507.6291981,2014
ESP,NAO,HOK,2440,NGI,LSF,10527.87,4784939.71,0.00220021,1922722.5,401.827947,2014
ESP,NAO,PGP,2440,NGI*,LSF,20775411.97,25886008.31,0.802573024,21192589.57,818.6889734,2014
ESP,NAO,PMP,10,NGI,SSF,217318.09,9259929.34,0.023468655,7231293.75,780.9232106,2014
ESP,NAO,PMP,1218,NGI*,LSF,86536.45,3201498.23,0.027029985,2650589.5,827.9215884,2014
FRA,NAO,DFN,10,NGI,SSF,91042.8,3677368.7,0.024757594,2365758.09,643.3290439,2014
FRA,NAO,DFN,1012,NGI,SSF,308294,10950528.2,0.028153345,6433831.114,587.5361441,2014
FRA,NAO,DFN,1218,NGI*,LSF,622963.3,8479675.8,0.073465462,4004601.223,472.2587652,2014
FRA,NAO,DFN,1824,NGI,LSF,4081296.7,7814032.4,0.522303529,7105087.249,909.2728166,2014
FRA,NAO,DFN,2440,NGI*,LSF,15064213.7,16475685.7,0.91433,4659448.259,282.8075471,2014
FRA,NAO,DTS,1012,NGI*,SSF,503663.8,10938309.9,0.046045852,12638532.23,1155.437389,2014
FRA,NAO,DTS,1218,NGI,LSF,1635188.5,20722420.7,0.078909145,29968755.67,1446.199559,2014
FRA,NAO,DTS,1824,NGI*,LSF,1766394.9,50124044.3,0.03524047,53215450.8,1061.675121,2014
FRA,NAO,DTS,2440,NGI*,LSF,2600705.2,37062133.8,0.070171491,37761970.89,1018.882806,2014
FRA,NAO,DTS,40XX,NGI,LSF,2003942.9,28748693.9,0.069705528,16571560,576.4282738,2014
FRA,NAO,HOK,10,NGI,SSF,78162.6,3065937.9,0.025493863,2900689.369,946.101801,2014
FRA,NAO,HOK,1012,NGI,SSF,144595.5,1940492,0.074514865,1567176.834,807.6182916,2014
FRA,NAO,HOK,2440,NGI*,LSF,7596286.4,8968357.9,0.84700973,4666019.964,520.2758427,2014
FRA,NAO,MGO,10,NGI*,SSF,16398.6,350818.3,0.046743856,1169020.06,3332.266474,2014
FRA,NAO,TM,1218,NGI,LSF,337997.4,5700495.7,0.059292633,2736228.264,479.9983033,2014
FRA,NAO,TM,1824,NGI*,LSF,2870024.1,20214411.3,0.141979109,11589873.15,573.347053,2014
GBR,NAO,DFN,10,NGI,SSF,1241,5085012.1,0.000244051,2642685,519.7008282,2014
GBR,NAO,DFN,1012,NGI*,SSF,644820.1,5360528.1,0.120290406,1037000,193.4510893,2014
GBR,NAO,DFN,2440,NGI*,LSF,417183.5,4985333.7,0.083682162,2077000,416.6220608,2014
GBR,NAO,DTS,1824,NGI,LSF,856518,46309972.1,0.018495325,37870050,817.7515184,2014
GBR,NAO,DTS,2440,NGI,LSF,3121070.9,67878864.7,0.04598001,41672150,613.9193722,2014
GBR,NAO,HOK,2440,NGI*,LSF,5970901.9,7462479.4,0.800123066,5251450,703.7138354,2014
IRL,NAO,DFN,10,NA,SSF,5062.7,1835872.61,0.002757653,585754.17,319.0603568,2014
IRL,NAO,DFN,1012,NA,SSF,74781.49,489187.73,0.152868695,259464.61,530.3988512,2014
